,id_base_legal,descripcion_base_legal,decreto_base_legal,estado_base_legal,id_afiliacion
51,2bc43181096049ea908c9fd1b403da97,3LrwspTfw9COTkDw7DkS,Norma Creación,Activo,fac63eb9709f4596ad40b1cd549df430
52,d291eed7071043d3b76b94d46cd21ef0,7dwOz2SUTqgKzlaiXSLU,Ley de Seguridad Social,Activo,1e3e7314a55d421181ad57fde8d7e4e9
53,2a8ae0e1601f4de28c3ee99f5e3c9e4b,WP13qOqNnwjiyCJ5Brm9,Normal de Regulación,Activo,47b0c39bbee44b75bd9396858390d613
54,96c74b3654c6409c8bbbf0daa8992ab6,Zf5KBLaVCemr6S5TZQlN,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,024c641dd3774e66a01d55a6456e4cd2
55,bccf9c540d1e40bea298172140b29a8d,94EGcW20M4f80lRkckcH,Ley de Seguridad Social,Activo,3289b583aedf4238b9c29ca963ed3c52
56,d4a9dfe5483743beba3e147baf381685,wIHL2XaMAsghHiQf58Hz,Ley de Seguridad Social,Inactivo,4954986f59b14b6d80f7f5fb8e577280
57,8b05f2e8aa79491ab482b1909be3ebb5,M7DvCLmuGRPUtY28Te8Z,Ley de Seguridad Social,Activo,aa66f0f9711a446b87056212b50d9b06
58,b82d476b95724ca7beecbc12bd6fc39a,IoF9Gf8CuAFWgTr5Ksa9,Ley de Seguridad Social,Activo,8f8eedb2acf74c4e914799d890427a30
59,718747f1b1ea4b9eaf503bce29f9b664,Ti062twbNsKAnXpOPCZI,Ley de Seguridad Social,Activo,d179c2a60e3d4bc4b8534014c2e81d5a
60,790b7720e06d42778d90a817bdfa3988,JvBwlIB0epqmGScHMHye,Norma Creación,Activo,e60625d8b7454dc0b2baf61b210a9fdf
61,111594087baf4c43bc0daaced97cfe25,NIsSQjivcix0gaHFe0RY,Ley de Seguridad Social,Activo,f4c906536366465faee05829ccdb92d3
62,7db2c3a830194010815dee54802495c1,0Cc1RLQQ0CGF4oyfMc8b,Ley de Seguridad Social,Activo,c3b3234a6f9d4807aa3442833574fc79
63,5a7d07c8b7bb4a99ac8a501ed4f5bf10,9ms1WFYgqVfmU2UmYQOq,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,9b411dbea3d742608ea9f16c977c6234
64,0f0c615db2c0467cba3dad96554ae4c8,jrayES6TpIjJZwA09ttG,Norma Creación,Inactivo,331fb82787474d5299d3ef1c9b9c1dd0
65,3f6137e861f64dd8be7854c69ce34bab,SCmEhZnugJsgIlBI1zoW,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,c852af0e671e45d7b7477bf5ad13a51d
66,215e8ed9fb20417ca8090b78eb2a797f,niXvhBlfmA2vdRgRgCWY,Ley de Seguridad Social,Activo,884654331ac54c6a8fb5363d783c7891
67,c9d1ed070a3c40339b1485356861f10e,ACREklFPmB1KG0BdIOaE,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,694aee014bf042a8b1e9cd42e6b5a2b6
68,d6bfcf24af6144bcaaaf4f1f0a2ade68,KUSSqQkVx6zxUBWOUxKN,Ley de Seguridad Social,Activo,db8768c09035449ebb249d197252b3ac
69,0e8e958f94b54c67b5597d385f6d124b,UY7sM8rWcOXguXWoWb1Y,Ley de Seguridad Social,Activo,17997c19757b4d36a54f852af2c276b3
70,a24f4f3c91284b7fb43e2a0908d329db,GtQ18v2yzPR9ZYfmNi9F,Ley de Seguridad Social,Inactivo,462b885c98164175ba459a76d72a1910
71,89d46ea270a1446da2c2a6a0b335af27,6k2W3NqwuFkUD0KcZ8QX,Ley de Seguridad Social,Activo,4775d8310801465c9929d1638f9f9bdc
72,99e356f8996e4296bd3511ec4c24e7d9,7QBk6vGfg4XEVUo2suSy,Norma Creación,Activo,5fe7561c25d44430a80b3a119e48b3c2
73,6f52e0933a0d468d8d61a7013dc575cc,hM9Lu6epNRTo7uecbhIQ,Norma Creación,Activo,8547e1276ca441ffb9a79ff2570e0a31
74,daee328a78fa45c6b70482b578629424,yPEJHWdW29c7YG6ay0Yd,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,b97d7cb8e44544eb8cb29e6140731320
75,bd1b3d210d744c0a8ece81959ef6cb48,RUBAzYm0AyPMxW6h98Wd,Norma Creación,Activo,f8a36688691e4460b65c610008b0eac8
76,9af2990acfe64a3491ea75d90c497b9f,pAm6o6W4vAP9MAm8A1ey,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,b4217a015ec3493488aefe5d2d0db1fe
77,2e1d0e2bc5e7414580e5821c2b28c330,XusSdRsQBImTNEOjMFpe,Norma Creación,Activo,e91efde95ea147a6b7bc8749069beea4
78,b8251d18b260464e8c2bc76ffb4c4823,ZcmPjBJsxDWWrC2SrzVi,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,6e2205baea944b84b2aec140206b84c7
79,ae4eb0dcaa2a4135bfc609959e94da2b,lQdgNowh7PW6XurMQpf1,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,4660e196174344e4806536c089bd76e7
80,98e0f34d7b8349df8fcc867369fc9037,fmaZRFOhXrxGvxPRHFSc,Ley de Seguridad Social,Activo,c6667e5067cb41ffb12e95c3bc34cdc1
81,aaeba114a770457a8cc032e5459d5218,pJRYj0Vd4pzgZr4uE3kn,Ley de Seguridad Social,Activo,3a7306050b3d403b9e241edca77883c4
82,39e8b17b7d814d7fbb14e5e0b7f528eb,WaS6MIE3lB7O4tkPNjdw,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,dd3e43a330414ab6aee11bf51b1bb641
83,2dfb095aef234e2ab2e4ab0075aaf5e9,SH0oPdTpMakVXM6o1vsE,Normal de Regulación,Activo,c2b9e3df4699435385fc50bc2586951a
84,5152d7adbdb142409e4a695898a2252f,Wjq3UtpnGVkOXaeAPCaH,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,942c3d80218d48789f337e0305dfb12b
85,43b15b7f8185473989457b2d5aa94c93,FKQGNMUQfPzIIVxOVnsv,Ley de Seguridad Social,Activo,5b880cb5685c41f988ecd983734cc9de
86,1679a92d33d2478e9f2811d72598ac69,qyxcSSd95d7n4Af3lbYn,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,1551f2a0c7d34af1b3fb832739181ae5
87,2d5051e1527e4b12b87536700af4d616,14QrQ216UM9xq78xpXvC,Norma Creación,Activo,8a56e86135de429fba27b528035f4773
88,b239b1c990f5421b9222a4bd588617db,DZfkPBnH8lvMoEvcSwFw,Ley de Seguridad Social,Activo,82ce3faa25364196b4530d4fbf887962
89,2cc583dbdcfb477fa026c36136d8ac42,z75UHrTD5KwtajEEdJNU,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,3e81281ac069455a83e6f58538a212e5
90,a871be5a056340d9a367096987fc95f8,7JRLxEXS71ZXBwBJYuMe,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,ed97e3880700404483cf473063b1eed1
91,aee1e18e00654e87a2083b864e209d8b,1cCdRWyw3WIqnd8nPtKB,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,dc7eb6fb3c2a4f3b83ebaf8a596d77c2
92,9973b4caff624caaaf3c4fcd33e3ba3d,zrRnOo12hvXeGwgYJw3d,Ley de Seguridad Social,Inactivo,f1c3ce09b8fa486c84ece6e8a039fe64
93,72f58d8c472546548fe04394876e8abe,zliofVyTYOd6hM9XBHvE,Ley de Seguridad Social,Activo,38420048916643179f6d0b2e37119535
94,3903dd390e494c5c9d716f367e0d7226,HVIpx6KvoGqaSHItPHIb,Norma Creación,Activo,88ed7e86b493423abc563df178c9a942
95,0518162ed1ea46d3a0aea403fd92eb21,j0ESNB6Sgd5aYsilBCao,Ley de Seguridad Social,Activo,46862147c0aa4602a954a0e717f9c051
96,6211bec3163f4847bfcfc001fe2235c5,73SedpUP9mXUwIOzzcaL,Norma Creación,Activo,275a43f778e945e7b6567d331916fb5f
97,068e982499de49e5bf8602a254b545a0,PBj9TCw42QmakIaZojIY,Norma Creación,Activo,600ef2042e05410ca27f38eb5271d314
98,c5d9366e09db48eda6398efc2f9bcfe8,Cu3DVOSbiGAwT9pD7efi,Normal de Regulación,Activo,e9b93bd14ba14e1d9afdff9e0570bb7f
99,73a048ce7263430483a317ec431fb853,ULER8vkLovWeEmiFnsiF,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,a8088b3724ed44fa9bed85893fdce384
100,cb0051b8651c4a5abd71480847f4f1c4,lPZwfpyqsF5CtVQZ5nLy,Norma Creación,Inactivo,a40e2c3ac8e84ed7b066c82de25452bf
101,9eb7824f6a4148d19851915e5d29feb4,dGaOVd0IgjVWa849YkSg,Ley de Seguridad Social,Activo,9f496b4fafba43fab498e58f63476303
102,e96af34e1e65414dbea5feab848e1e71,0hEGoXV5VgpAp6bbTjKz,Ley de Seguridad Social,Activo,f7efe3cba4a6413e88d0701e91ab70f2
103,590f447b92ee4bedb38e740ab5ecd369,KXQcA14GOkYQvPya2vuP,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,48657ea15b4344978c5eccb0c2f6cd24
104,cfedf66edfaf4aba9e79ec69911ce38a,MHRR98mmf8zrq9ps9ksQ,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,62d2dd03100d47e3b79e33ae2b2f301c
105,ccd7ff1718724f0a9467792b5b9c366e,kQkJ2FAZnBZMilO6d3YR,Ley de Seguridad Social,Inactivo,22572acd63f740988de1510b4b7d0b48
106,5977d3888a084efebea9c03e2b37d524,aUOovnQ63P2UoolbieHX,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,6f51a0a467f04f008d3d46bf2f05f8d5
107,16a5d026051e43cd8d18035cd557244c,eFEAwZxIpcPzavzgGRhK,Norma Creación,Activo,65eba09d3b724ebda74d1b5b5bb4c164
108,098319ad2dd04c5e986f1d6e45637c78,ta5PNvRhlkwQVvuHseoL,Ley de Seguridad Social,Activo,0aca60d0a5e546c487f37c2a4c557781
109,42efe7b152554732b34f1a907952dc8f,F4jDRFbR8oHwm1Jgd2lJ,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,db0d9f8735ec4ff0be25f497aab2f478
110,71de028fab9c445baaa01d7844654d68,BkzWYmRyf0TzfsK2qWBp,Ley de Seguridad Social,Activo,d11a083a9357458e89282019d34bc7da
111,e5f38fe201bb4348847722a6ada3ca99,MAUEJtj6kyjLBWJoGlXg,Norma Creación,Activo,b24889973d6840c99c43d45eefe92209
112,d278215f92d148b0834dc6c85ab206b3,yLvyztdpwngAKnbMslEL,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,1060ba94df8e46209a8eae84b00d22c4
113,492211bc83864fd59e903146787990d6,tFQnm1JUhqCrh9nZZrq7,Ley de Seguridad Social,Activo,11fe28d945604fce91370f96dc2dbb7c
114,b2eee415e432443c9a790a1d9759b749,PllNAZtOorkigp7d0qMv,Ley de Seguridad Social,Activo,a7ec50fc77ea4a659c615bef4eae70ed
115,297f15d086444959815d7875421ca04f,NoSNjgcoCM5a7P5RxPn0,Norma Creación,Activo,c4673151d33541f89d17b4905106b389
116,69064849927e4cc4bf05a8f20df7ee31,sKSygtPI4WjMq4tiqHNA,Ley de Seguridad Social,Activo,26cd41731da44ccda286d00164204ce7
117,49f0b5c52a484d839eb46b34c984e30b,Xavq7ntxwog8i2Ad8EsU,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,29c197db61764496b32ca8088d515915
118,f4df4dabd21742368aa64e05ecb79c8a,lxfZSRVEekEqGFTqdp0T,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,6791a0ddfe06471085cc64fb2436f22e
119,21158e1d9ff84e2481f9e9db67f74d94,0o0FTdf34CmqP7LzLoHj,Ley de Seguridad Social,Activo,a5d6642305e24270a73152d88d9c4a3d
120,7cd66cf40d8042debc01ecc3dd5b9236,5E2UDjNRynaBSKDI6S5y,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,3f24ba280068402391f5c3e24def181a
121,d1086f32e23d47fda3f61657c2081dee,yMJnmqsVQnYW70D9CTIB,Norma Creación,Activo,4f0a9e4d36fd40fe84dee62e3abe6faf
122,2b21c3d32cc84dfa906ec8f4d8cca292,Z63dRbv9ph0u5qRWIkQX,Norma Creación,Activo,4dfcfe507cca4c3d99f336d1e465458b
123,8ce289f80a6e4c25826a6e065ec1a4b8,un9p4P251cf700DDKgvN,Norma Creación,Activo,a21260ced61441e5a057906a2b7e56ec
124,5512ae07eb4b423d8e8e59370d6fe820,AVxDptH1BuTGs2zjxKLk,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,c00f916c7486442aa4d3571cc7dc643c
125,a484604763814e53aad412f8e0db7b92,QFarMwGxgLSevCEpakcN,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,62d4c6af85de442894086ae803122f43
126,83c66111f81c4e0fa44d22877b5aa336,iD4xXyOpE6OYXXA2dLbi,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,6887a72493914a2cb5a5e5268b85dfad
127,684683508f3a424180085d5b1fa982c8,ocCHuNYJWIvvsWYB8GHR,Ley de Seguridad Social,Activo,58dd86c6955c419ab0e2fecb508d67ba
128,ef99c693f6a84b0eb474b8d99c97b22f,Uq5HoZzaugH66ozCzV9N,Norma Creación,Activo,12026503607146a88758b2f5d82152fa
129,129a4a208bee40649901f788b3575c77,CBnZWt2rru1kguqNKmmd,Ley de Seguridad Social,Activo,fd48ee10baf2417e969607f05daa13dd
130,0ac1bb42f8ec42e1a7090c244ae708b3,zs92pYvo2WeA6djNR4Ql,Norma Creación,Activo,49825a00c99240ddb71a2cffae40bb60
131,162b99d18cc34f6784ae781f5322d052,jiAc3WANqsmrXuDFh0nP,Ley Orgánica del Sistema Nacional de Contratación Pública,Inactivo,254ec503ce504e5ea17e6252ef919e71
132,224bc7505c3143cf9c2121ea0fdb0f88,Ff7enbRCbzKxM3ymTNvB,Ley de Seguridad Social,Activo,ed014be1d02a4c3d95facc0b511c4a10
133,d6fae46a39e3408cb40acb7f43df4e7c,ruSpdXfeAKSDxOQBsWVw,Ley de Seguridad Social,Activo,29051e1f56714127b71941defa6718d6
134,82fdf57355f74dcc83a05eca7d1a7856,wA1X1ES7gqygLF1Hztzy,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,004a856179924b37a2797749018a54c5
135,fdbf7b333fcf40699337fe8e61e0b629,j11hdDXPA3XwqlNhXuGG,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,e6e2393a3983491bae52741bbaf30bc3
136,d103fa6bd7a0451db4131e29ec519214,TOKLwV89wuqRCCQiUwj5,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,d6cee085a2a44726bbb20d26ef62b7ca
137,54c7582008264b34afe845ee68053849,s9AtSqOVZkTdU1rrZWwv,Ley de Seguridad Social,Activo,be3e8dadf4c141b4980faed2bdeefe09
138,8f523c1f63f245bf8252732a2a069826,Eb1818GYaz5g3gTsZyxZ,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,2117031813844571b346fc60e552b848
139,1d97dee51ad94db0a1b00d4acacc5896,3gvX8Nf8mP3cDdyfx22R,Norma Creación,Activo,a70b034c60354353a9197ad1d1c6669d
140,9cff20007fee4755b7215e1191a512db,gfbo0GN4t0nCfgtnQ601,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,b0038fabf05b4656a2bd4d76ba20f57d
141,bf36da6352e149de80c3b925b3a23457,evDYmtZx1UBbRHnDptZV,Normal de Regulación,Activo,a80d4baae171413883354539d84c4838
142,5312491ef2654482a632e428a6709c9e,tbitfsyMXBWtRdrtdTTD,Ley Orgánica del Sistema Nacional de Contratación Pública,Activo,207b9c908de04fe4b715441be8c401ee
143,8affd1829294435da9e2ae74cb7b19d4,EiSKq2fvfkcVa5HsI6VV,Normal de Regulación,Activo,3dfec51f21d444c480be81972f5a0ab4
144,0259b834394541d98dfdaba7c7043387,D0pmPIDh6xzAlvLwCiAn,Norma Creación,Activo,27e2976a8b3c49be9828a3cfe283bc97
145,70637f37fd0a493e9cb491c174408815,j5ddqdQ6mMBvl355yKMc,Ley de Seguridad Social,Activo,fae4056fd633487f8750c3110ad68e19
146,b13770b362304a999867892c19a3815d,tBvEvWyAQRKLVM9zp6GK,Ley de Seguridad Social,Activo,9dc2f22d0ce14f7ba490b76a9dca27cd
147,09f4f8d22eeb4e018162bbfa0a05734d,Q4G9ghF1SgcBx3iGWDwq,Ley de Seguridad Social,Activo,ec16b8a54eaf465c8fe925948ee0e286
148,c3634a4fc5cc449c8855c628e5173eee,dkFSTNe1gU8PiCliBtok,Norma Creación,Activo,69dfbe9cfe92461c91d7bc2b6d178226
149,4eb64f366a4d48b99acf4012c5d60178,m8dmCjKtPGrgl9UX5cNH,Norma Creación,Activo,4be53e6f2ec54444861634471cef6034
150,a534eba0d54e4b69a1a05cf77fa2e750,NaMy2CYDX0gnrmZeT7C8,Norma Creación,Activo,c41f7c9b3465485899c656d0937310b3
151,07185bfc4e8d4669a2b4ffec67d0d506,GiZWpWlTD0xDWN0Z8nnF,Norma Creación,Activo,70315f4423d44d1f8c3140d05095a6d2
152,7c56c0ba21524a739b205f5323024963,S6RJePHqIi4ZMJrybAv6,Ley de Seguridad Social,Activo,54fe1f262d9d4c0bb9617f417b5003a3
153,4dd2e1b9fd1840acb72d73fc7110e87e,RrldOnQ7o9pgFXv15JP8,Norma Creación,Activo,b25eed5439824df9ad6b129f85bd1dfb
154,a2fee193b9094cc2b74288a45cf45c1d,Nw9wcikxg5Mi8Raq3jpj,Norma Creación,Inactivo,383490627d7b422b9930e7ac292ef108
155,df82988f404c42dbb0b43365a3d7c95c,DzQv4BXX8yaLsKLNdDJO,Norma Creación,Inactivo,45f87039306443bea8bcdb10c7771d89
156,894d2785365941d8abdef77fbf12a30a,1PvL3X6MwYG7tdRkVVZC,Norma Creación,Activo,2e834bb2ca6d4fa68050a72787e87069
157,f15fbc5da9514f9d86dae253c7d4f784,2lmICY1Utp2E3R4bQbXb,Norma Creación,Activo,f61db3c2e4b940d996103c0ff59c3d94
158,b1e362f3b66545698bc7541a041c6e82,00lbBqlgEGcH3uz3qXL5,Ley de Seguridad Social,Activo,356ab9e15e63414588176f89b4e24145
159,814b544d60584b98a203e5c307d70a08,GB7feZp5Qe18jlerbgpY,Ley de Seguridad Social,Activo,beee2606c39d4354a509f0cdb3e40282
160,2a20cc5e40f04c6e82d41da367babad2,csnXqMU9JNpbLKkBzPv3,Ley de Seguridad Social,Activo,9c877d44d13147eab0e166d4ad0b4372
161,7b5485eb76e64a1198c70d4d8459744e,uZXc1DYVKCTGhNRpMbwc,Ley de Seguridad Social,Inactivo,810bcc890e0c4286aeb545e79fc9514d
