,id_codigo,nombre_codigo,articulo,estado_codigo,detalle_codigo,id_base_legal
26,12c0116a0bd848c7857871195568c682,Código Cívil,09,Activo,2CdxtRxRN1vXRdrOHbmm,62605f50713e44068291abaac87aa621
27,48cd654875274d48b1c2ec99ae12cc91,Código de Comercio,47,Inactivo,vf0yCw3mtBAVaumVocj8,1c4d873dd57649d59d26326c56c45fb4
28,be7988f68a1b4ffeaaaa71e245a5e403,Código del Trabajo,81,Inactivo,TeLqSBA5u12BILlyUt9l,d3ac4a918f0f468980df9115246b62bf
29,b1b4a2ccaf8240739059938c877ace71,Código Cívil,13,Inactivo,Q6gqm49Mk0jZT9fshxVm,3f1ff9e823754b3b92d9e491a4332b86
30,6a47d50cc2f941aa8d79764b077c9d8f,Código Orgánico Integral,78,Activo,0Ie0PEypaparl8dkvLrQ,3cc5018f2c8d492295473a3365ff97a6
31,c3b079a99cab4eefb6caf31ab4ba3fea,Código del Trabajo,55,Inactivo,OOA33uIhhAKwLoKhYYTq,21df2cd7353e41cfac82b9064d9b5e2c
32,01b486469f7542fe88b70eec1e5879b3,Código de Comercio,74,Activo,VDo1gaeVypSh95DeuTTL,4fd0c3f252754315a82825b363695a8c
33,2ec6e45edcea4a1e9627dcdb5e705077,Código de Comercio,62,Inactivo,2vawAYfZw0lTd0KM2wjb,fe182c8d8aa34aa8b152dcd6718070fc
34,5d5a43fdb23a460c9ca3d21cb04cdeb0,Código del Trabajo,84,Activo,xQlaSGaowfHpYyyVD553,b7b1fca8e9b747b3b8407925bb7cca68
35,17efe27288874d828f42cb7e18362333,Código del Trabajo,70,Activo,1Rz0UoZUDCxrblKD3cT8,f91402272e7d4976b366c734f50dd246
36,a81b548bb77c43f09206b80d1fce0052,Código del Trabajo,07,Activo,LPsUA7963KSXfxqb12WB,787aa8b3f4a34fecb51f0e3be9a1f863
37,8775902116fa4d4798c539d4b334bd33,Código del Trabajo,97,Activo,U2zY3wPO84N22nemCOQw,7a6f1c46c61c415f98dc61ce2e57a175
38,cda0571c73ee45f78b6f9e1fcabd4570,Código del Trabajo,36,Inactivo,RPA7U8g8yqdgp0qU7oMu,3e46d70dcfbb454baa05e2250aca716d
39,0f545e218af045d0853802e2e2655be6,Código del Trabajo,64,Activo,P0dTC5k6R2CfrYuquVW1,6de77cffa7f34159858f842e0bf49af9
40,b57675ac880a49558ac1f4a9a143e18d,Código del Trabajo,06,Activo,OcHKXkIVnSjqLdtMUkjl,b96ba9e484b6438fb5526bf351c8e1dc
41,08b799e5282a407fa0931fdf45654443,Código Orgánico Integral,25,Activo,Y7sDx6EA1oSDrOwycxFR,7ee109bd468248e4b810f11689bffeda
42,9ccd8bfc38b44863ba0c9a898a7345d5,Código del Trabajo,94,Activo,q5dOMUH59tSTm6GjvdTu,a130c5099bc64053b6f4caf6dbe20017
43,0f55db5dcef14b0ab26b9ba1796c8fac,Código Cívil,68,Activo,tFLsUplVOGZ1VPsExOds,7c45bdc739ad4cfb90bfe1a02f46c02c
44,3fc678d1b1da432eaa7aedbc5a6e8a56,Código del Trabajo,49,Activo,EPmxj5TPzCrD6ImPeoZO,06d2ed25160a48d48d648c933a955f82
45,73209f6ce9cc4adfbc5ea601c89bbc83,Código de Comercio,38,Inactivo,6tcs014IVbKBsrtCyu7D,363cae26e33e42d780a15120c6877744
46,c082208410c34dd5a7a0d51954412b6e,Código del Trabajo,00,Activo,LpmEjU6LXbCFwytO8fGk,81d91434c4ac4745a7b7571bc4b15638
47,048e15c7cea34c78bd1ec39264ea6caf,Código del Trabajo,42,Activo,j7l44eheYrCMGsfcs5jN,da4c9a13829a4da3964b539b908928cd
48,784e7a1fef3845b1bddd611d95a898a8,Código del Trabajo,21,Activo,iRVSvkWidtYAFqJOYhOy,2c82aa78879a4e2d887c7b4d89b3add3
49,f3564c84158b47ecb7f39f57595bd190,Código de Comercio,99,Activo,BgBNjUsNkoFWrs5OIcnM,d821d8bc5a364d5c96e9ee89ebdd05ce
50,b428df38b77240508cad64cbea309364,Código del Trabajo,81,Activo,hUbeqp1tArRHdcrvHpfa,790169a6a0b142ecb5e3b9654aecc15f
51,f08a763403324dbbae0000e0c30299f4,Código del Trabajo,65,Activo,mHDREEleaXxwvMKbKWHP,ad8f6c694efe44a7aff4a555b3d360f5
52,102166e0540f47d599dcae6155bd2ee9,Código Orgánico Integral,44,Activo,NRdmb9a2r2E42kr1KJX1,c04a1fbd1da941a787dde68f648b7dfe
53,bbd5271ffde94bf28806e18cd71c91fb,Código del Trabajo,85,Activo,RTZyJavrp6OmKRPiqPGg,2531197c5601436285855aad780b2c9c
54,458d32ec320c405098a9bc7a10f1278a,Código del Trabajo,05,Inactivo,NWq3z3IXlMOEj8GefYqp,4790d75406554fcfae6bd9aed0a6d766
55,f6653a1f077147bc9fa1cfc704c19d3b,Código del Trabajo,70,Activo,Xy1bwK6TwmodtCC2kWyU,5f8091c80f15419386002a93096715bf
56,1eafff0c37584ec293ac45c7998ac74f,Código Cívil,27,Inactivo,F82klHXCvZCojK08XjyW,6a5aef92737b45228ba8c4801fa84bb7
57,611e05b31f16469cacd2377e738a9050,Código Cívil,62,Activo,tu5TeYAREFjulSBJKb8h,b9f2d4ba9d6146bf8f852e269bee18ba
58,7eb425fb600b46559aa8e010f179f503,Código del Trabajo,24,Inactivo,qZAMIhAQdblkXl7vsemV,f1157a03f0cf4100bf0efd9c3a83a6fd
59,69118bc0b0544e2680ad6164e19adb52,Código del Trabajo,05,Activo,uIyl8CiVb7nKwG8hxxKZ,30fd4a804d8347088f775825e59d2884
60,03ec77206c6547c4b62dbff5a24ebe87,Código del Trabajo,33,Activo,iRKW4kMSxAolghFFFOYr,249edffceb3e4e8fb2820323cb83f570
61,0f59c8a1244a40ed862a0b8b95d956fb,Código Orgánico Integral,01,Inactivo,vIphjidOlOUKIBf2pw1N,bcece2855bcb422cb40fc50b6aa2682e
62,2e25f2afeadf4d59a354c06d0a9a3b90,Código Orgánico Integral,99,Activo,4tvUPvuu6FydVf4FsnSf,443ff610f5c04112827ee2afc0739050
63,08f5f048359a445083e1e248a12b1d90,Código del Trabajo,79,Inactivo,DS6lOZ6k9sEb0knAdyi3,29005f1f322a4f0e87725796113e40ba
64,7acd29bcae544ec7b5ff3ec3c9d07285,Código del Trabajo,41,Inactivo,nCjn9wAVlX0bGrVPpa9n,5bc830447fcf413495a7f2856270517c
65,e0aed50187464de9b2a5e170a118f5e6,Código Cívil,03,Activo,C1vdxYdsK8SRuH8mmuNd,9aafa751086d4d4ab6c08273f597d702
66,e3ea50a76ff141cebf057a296b706808,Código del Trabajo,59,Activo,70zUWzMaQa4RHzUt4iCW,ef0cd7d3698b4895a48722e919e43c36
67,b6d9df69fe584b569dd28ce0e235ee2e,Código del Trabajo,88,Inactivo,7BVshmgAHArDlKPuriE5,f8fcbeffd0dc46b28853199c76fcb473
68,ac3112c804f043c688579e52fe76388c,Código del Trabajo,40,Inactivo,Nm265gQ7w2n8m5ejSmm8,84bdff3fbef24148b264eda4ea27de3d
69,5ecd00ed1dbc4a96bcb95219e6a5579c,Código del Trabajo,05,Activo,Mk67cnMA3cIWMMt5aLPm,57711511ec9945169ac807ba07fba172
70,7ae2cafeaaa44230952dd011f4bcb596,Código Cívil,51,Activo,I2qYovnGcXkJ1n9i3QQh,87fe11d6f0ee4dd591c95e4a5767eaa5
71,20552631c7804eb88e13584ed12a1c63,Código del Trabajo,99,Activo,EfD2YinReGOQ4rt5YP9m,2d12caf50336418997dd507f3ad38448
72,950cbac522f444b0949fbc016570787e,Código del Trabajo,57,Activo,RQN9oq60wCdGmEf3Bm7Z,4026a084047544ab8ffcbad7796008ec
73,5b69581a6aa74f5bb4a3ca0ad5a422b7,Código del Trabajo,09,Inactivo,n9W2e4j1Dy7BOkVZPLQG,415d7cbedb85441286d284d5587c91e2
74,9fdca2817b134ca38684d03918b72c0a,Código Cívil,59,Activo,Dq9eDS1UuiNZJgYLEhg5,7622efc90f974d64b013ff55791d431b
75,7162a71ab48248799e4af6b758cc9994,Código del Trabajo,45,Activo,mV2jzuL8M7XdQw2svKMt,848fc87366744e9193d865bc776657ec
76,c657d1bd50ac47a4ac4ec8fbce21066d,Código de Comercio,63,Activo,wpfH4uesVlO9HxLIzlJt,d40a3b74cb06445fa14ac6a0e1555e67
77,a28f541791584af8b020da6328ac97e0,Código del Trabajo,31,Activo,pu7wn6tQndpvSPQCN4Ij,0fe2c3de9ff04c2086c190db268d0305
78,a6f0fc1d00a84661855a12dca6eb5bed,Código del Trabajo,62,Inactivo,BeS8p3MCr6wmEZs5bWmY,99b175acdce74e6aa5bf6aae44201a14
79,35713346b5c447168c654433653a8deb,Código del Trabajo,84,Activo,XKy3Q5o5hJnbBtIm9dYN,2659254b58f745388a8a66e7aeb114c3
80,2902c8bfbd07491dae2e2f6afbf1c976,Código Orgánico Integral,56,Activo,4szw4iv0fitwmbwprwBB,0125a6dcf70c47549dc3f59997fa3c6b
81,a7f8c36a288e46b09ee08733bd4c4d26,Código del Trabajo,31,Activo,Wi75p49zJZuDtMiS1wgU,7eac6901c573422f812753b985e4f615
82,778d96bc202642748df22100d81df442,Código Orgánico Integral,43,Activo,eTBuSuUnIbbXIRPhT0OP,f5260500a89147ceaadc689ae7020d58
83,a7f529311b1745b18e80c3bf04803fd0,Código del Trabajo,44,Activo,948C1D2pkpp65TTQ3d3Q,c2e0eae96d7a4621baa59639e919750c
84,29ebe9caf94d4dd9a05a285857fd0655,Código Orgánico Integral,83,Activo,5Q3DzbBv0tuaVYHUCxlm,bcaa51148c3f46029064a63c6ad101e3
85,0a50dd79f194489e9863cad1ffabb577,Código del Trabajo,97,Inactivo,btNa2L8Ed3IqhlZiupgf,1eb95a9d7edc4460bc04e127908924ab
86,66b87f1a1d1b4764a8f57f815f53f39b,Código del Trabajo,17,Activo,ZvcQiwjTZLrGn4dypOhd,c043463cd8e54db78930ad6f11272a08
87,e653f8a2bb0449cc814a84193bb35180,Código del Trabajo,72,Activo,qMjmTCegDUuxhlirztru,bd4328b47cb34a80920c2e6e46ace988
88,29a4d18823bd47bebfc577c9cf9dcb9a,Código del Trabajo,11,Activo,EMmfDYCwEdoNiZfvHQOV,2a99e0cb981049e49d7d6c3f4fdb2d1b
89,4ee2b29f28134731801aecf98967313a,Código Cívil,02,Activo,JOSK5LWOr9d4lHBJMW19,b53632cbf6484b5180b7c468d168a19a
90,70c387fc462e434ba7f3e2f989330b87,Código del Trabajo,39,Activo,MKIPmYg6ujtD4VTRjICd,35b109b499d54865ba28e9e9a09df3ad
91,01c6915664154bb48e8500b8fe322480,Código del Trabajo,20,Activo,cC9LH89O6mj4AH54zh9T,bb1c4c0b790641a88d6dd1a62dccc0ff
92,1f675c83f03b404cae807dda4c85a5a3,Código del Trabajo,73,Inactivo,hxfOWkB8DnB0x368QSgC,ae4ed1ba2e5f4d5da3ebd4f6d169dbab
93,2977e6cbfdd34170a852a1df0e151940,Código del Trabajo,13,Activo,dNsjSm7RyilQB2rVwQa3,416bf31d6e9b4a4eaef6d0ac7c69f7dc
94,a31e0e68775c4ba4beb2b81069ab9901,Código del Trabajo,47,Activo,Ac0IYt5bb6DSEkYmRQSo,20d36d4eeb50410cb2e52fa1575a0b2b
95,0855b736b91d465498b55da080c40ef4,Código Cívil,84,Activo,OdpiEUKQloWFwNq8tEOI,10840dd9547f4c4e987d8fb95a81cc78
96,0545c6a44a1a413f9ae5ca6edeead430,Código de Comercio,32,Inactivo,m6VKPPE2B5ft7OY432Ca,0a53566316bb44809432f9f48e922fc1
97,2d80a954fee340a3a871a38692ba7f32,Código Cívil,18,Activo,4DPfI2cDyvksOQsIo9Yc,c4cd93fc79674c9c8a5c763b2049a066
98,6d42711dc1254524bd2a3cfd2617df42,Código Cívil,88,Inactivo,XBSi10Ne52XphOjvoYt2,a2e834e8e6694f1da7a5046b5aa06224
99,fde18d87099f458782c9cfec3e7e0b92,Código del Trabajo,30,Inactivo,Q942av81gtNgJ3xsLvpb,7d4cc2d1f892482ea720f0238ae3b98d
100,dd359bab4b1b48a7937eb19b6e116f2e,Código del Trabajo,74,Activo,LA1scD1nFEUgpstFgn2t,7a4035475a8949d085d82f6bc3b330dd
101,eefdd239f404451781bcad429a4bc3fb,Código Orgánico Integral,22,Activo,udqJMFzMJAMuubclCYiX,24a24feac3a14682881fbd09467f46ad
102,e5cc267386a3477d8ae04466f999e5ae,Código de Comercio,47,Activo,bkB9mZObx4cMTuNTNZXy,042ba38502764df39dbbc7ad41d10ebd
103,98bf0b25bd59498faac433b69e0219eb,Código Orgánico Integral,67,Activo,Ga0cyZFsnNlO7uvwWy4j,a16d459953534e5a8cf7cb998584268e
104,8ba0393188b14bd5ac40356fb743c38f,Código del Trabajo,12,Activo,vLgMHp0tng5HmqeypV5Z,33415b868a4649bba6819f5a6252430e
105,57c4576ef60b4de79d85245b1ea60174,Código Orgánico Integral,60,Activo,pLxcWQ7LJ4ZdRwqlqbd4,548df7e4240f44b5bd896cd69676de03
106,6c4608d6d82146ed985de8ff097fdcfa,Código del Trabajo,93,Activo,GJpagFSplJD17IbxdISl,29d596ceb67946fd81c6c81a0fff331f
107,42d5f05cd3974cfcbfeb8b1e8a9f2a3f,Código Cívil,02,Activo,sLrAH2ZUi0RkERlM2Xrl,3d5a90f19e67466ca528703638ae91d3
108,41e4b2293a1740bf95ed711929da5f04,Código Orgánico Integral,97,Activo,xfnq5y1oIP4AE1TvL4X2,a3451641ccd74e38a2eb98424d58d408
109,8368a6a51b0e49eda4a2e20cb82efddf,Código Orgánico Integral,38,Activo,r5zabO8DQmT3gPyQJZEH,e47434cb69dd4850a1298a30280c5a36
110,920e9444d52a48f1985b785b6dc79d28,Código Cívil,87,Activo,c3vhpMeEClJwn9Eo2eKl,9c2bac620ee340f69434e86c0e6690d8
111,020169624d784e06a431a88aee465479,Código del Trabajo,82,Activo,9wf4BPwSmuCYC3YTYLG9,b82d82b8426741e98e02b9910e96cbdb
112,4e7fcc57c7da49e6b5e080643386a3a1,Código Cívil,38,Activo,qr0qv3dhwlOmCTBeuaiX,d84bc56d8c654247afaecffbce540a98
113,58669eef85d849f7a8ec902f58e1438d,Código Cívil,42,Activo,IyhtaNnNcx8e7flG3VLQ,205a84e2666146938b8ebe51695d5b45
114,8bff9c2ea0db415bbe4d74f541f56818,Código Orgánico Integral,75,Activo,JPTBx0GA1zE44BLl3DdH,0d1874c97f4449258248669655baf007
115,f89c49d5d9df458bbe2a28b0d6a44934,Código Orgánico Integral,14,Activo,bnOKh4zUlqxq7WBqVaqq,98949a9f437e4e6ebd968f460655ac3c
116,29fe47f727d34a119c33d04ee13696a9,Código del Trabajo,94,Activo,G20rnnBZrw4iyHmlbOzV,fb0d3dbdd4004df88da4f69c94b38f4e
117,ccb4a380487645df80de0b39d8a2476f,Código Orgánico Integral,45,Inactivo,fm9sLjLU4nYZIgZPweJH,cf713971d4ea4d9faed0f52d6db1a18a
118,efaf6014cfe94bef86ff5ae845b23780,Código Orgánico Integral,73,Activo,OkbeTIruxdATIihrNMSm,8140ff58c1f34b0db2f7868371f3617a
119,033d697b42114cfa93658bd5b39faa6d,Código del Trabajo,02,Inactivo,ZR2FlUBsaFRk7R8uSosY,482efacdcb61494798cacbd65401c2b5
120,c1896b15c3b2476cac35115d3cde2f04,Código del Trabajo,74,Inactivo,8fu8OA8YFa7AdnXmPZtv,4249e407d1ca412abf55bdd0278abc17
121,43c0138f17544a04b1b5b179185a5eda,Código de Comercio,91,Inactivo,g1kGTdyjjOUw8TYZRoEb,21955a38cf1745f78f1ad6251817c748
122,cb95fcba66eb42588399fb521c702813,Código Orgánico Integral,05,Activo,qoqrT4SvqtksvMp9lnqw,6b54027fdf474e16be2a13014bb4c973
123,0197b7c487b748a3892cf5918f430221,Código Cívil,57,Activo,0vOD1nFZTtAF9EEDkBpq,5ef4dd1a8c7745f5a5629717447e75fd
124,f08da08d66ee4d4ab96b1dc35cbcd9f6,Código del Trabajo,00,Inactivo,5gj1V7GEVbqsIhGDZ3RP,227d09bcf2f0470391f9b876c1fbff7a
125,34fdcc51971844c193c8e4115258cf60,Código Orgánico Integral,86,Activo,RDxGvMPKg6qsxPZzQJBY,91bf35757cb54f269843c2758f30fd30
126,7ffb82042d1049e2884534576636f497,Código de Comercio,87,Inactivo,31C3NVAiZBimM5pPhHQp,9a8cc13b56c147fa840cae85ae01d564
127,d2147a61c12344dfbb87ac38297d7c54,Código del Trabajo,77,Activo,ph7M8H7vP9nWQ8sn8UtX,533d407719de40c0a55fe757d758277d
128,e4092466a6414cc589d9fd6da8ea0b99,Código Orgánico Integral,56,Activo,81Jk2zjPVHGttteXiFdP,8ca55484284041d0b014db1baa344170
129,78f4b183b32a46dda7a9f94e36fec803,Código del Trabajo,48,Activo,8Bx70gdJ8fAH1uMOavFJ,18fb17bafc2c4cc1bd9fc781fa4f9b48
130,67149f2daf50433c97b362ae3902a029,Código de Comercio,09,Activo,Wh9L8eWeDNVpWzb5Z4dR,f509a830ac00495c8082c2103ae42583
131,3704712cf7994e4db8ca8928beeb2095,Código Cívil,90,Inactivo,v0MTYjjlLhWu5fp0u92L,97df416ac7694043bcec90f5bc4f5dda
132,abadde7e3a174302b843cba3ac88c9db,Código del Trabajo,00,Activo,WRdMbXqIeXAWJyqjbCai,7b2f4ed808ad401098d18fa64b00cb7e
133,b2185743543841a1b177968b3e001f32,Código de Comercio,75,Inactivo,p7eRRmcMVLfEiRufdZLA,45e264ace34e46e49829b0bf9923fbe5
134,5dc171e90e084943a58e31acd7aacbb6,Código del Trabajo,43,Activo,QPJQYkBigYG0rh1u9mGq,84ed7febe5bc4135b8a4b228a4da00dd
135,9b524a65f64545c3b37533e1f01778c0,Código Orgánico Integral,44,Inactivo,mp6qLQasdfghxAOl8sAU,1ff2da52656148058ae030713108991b
136,0ee28d8ea58b4d319beb5e339b9940a6,Código del Trabajo,31,Activo,3FcxXFuAzMuUxrVzmoMw,d052557ba87a4d50b19b126ddbbe1df7
137,4429c21a021f4869a07622f0654e495c,Código Cívil,36,Activo,7urqhUmOhC7vQbEHb6UZ,b4d64fdcdd3044b9a58d2f898da54108
138,76bbc63f9eed4982ba54514ce869b1d1,Código de Comercio,18,Inactivo,9xKDzGyldgbY5w4I3GNk,faa85174b1f14258883e1f8e93ab75b5
139,b6a2ee54ed16453cb8641ed3a4eea3a9,Código del Trabajo,56,Activo,QXRp1AytvFcn3HTUdBGr,197805b2df6e4c67a30409f79f2f826b
140,ef92a43ed2624f919ac5504c4c7091a2,Código Cívil,74,Activo,wUbz5bStJnWUUXoogf5o,1d88c0a33f27405dae0e942da9572242
141,2b8c69e9f6a94b9687a678b82469d8a1,Código del Trabajo,81,Inactivo,bfA22vfVScbyxHxeyCbY,987d3228dd0044caa1bfd4ebcb6eaf01
142,4f78d878d79d4b31b4525280ec145c20,Código del Trabajo,23,Activo,uWHGNcFbnVj60ObufVRi,9685319a4cc442488c3ea80aa62a05cc
143,7be0b01246ae4c2b986678b468cd0c19,Código Orgánico Integral,12,Activo,6uclrLgY9umyEtNlQCrh,68e2a33a6aca4015a6f3ce133da11832
144,936c3eaf9f274cbaacebaba05a003870,Código del Trabajo,04,Activo,RXHm9vc7TzCgkFqfMSkP,acf2e735eb5d4d59b355cc1bdef5fc28
145,21b7b556af2a478c97cb043d5a4119ec,Código Cívil,18,Activo,leCYscG4frqPGscng1Pu,cd1c4ce576474e83ad8308c9fafc1b9c
146,b6ec83c40a6e4b48a813e942d92d8c5e,Código del Trabajo,15,Activo,tVvUOZbAMgDZwvjm0fTJ,9d88cdd8d31542899b7a639e3b884b3a
147,a3fe1e335a0f4160879235a05a4d60d8,Código Cívil,48,Inactivo,1J92RNlJ4lBBc8f0FFwQ,f60e0c9c50444c84a2621cf536de196b
148,9ddb508d1af74e7581506d7017714296,Código del Trabajo,54,Activo,FL8WognzD29IODZpqprj,9892f730b26e49838a3dfeb922f00ff5
149,8b27a2ed311f4823ba87b266c14d7330,Código Cívil,92,Activo,bcLMiLxPRjssVitcTbLn,4c855a73e3a9426b97fcb4da498e4d28
150,30a7afdb6e7e4d0fa3389f3415654f26,Código del Trabajo,36,Activo,UYEKSfIy0Wf7MiZgerz0,9bf2a70fd3014d69b1d961ad22dec3a0
151,3f8327d7a78b478f8bedf35ecc47e85a,Código de Comercio,91,Activo,P6k4dmis5klv8ow4KQW1,a72265b7ca104d7d8ddd1d8a406f1269
152,bf52c519467948cda1c1477f195f01be,Código Cívil,80,Activo,KlKmyDUghair2RLuhNLF,31a2f0f8242f41d9ac4cbcda579da369
153,7aa67d22ded346b6bd19a40d86a9bc52,Código del Trabajo,95,Activo,zyw4ZzMaA5mg4Q2D6Uwu,9a18687e49014d71b220d5c07a1ae1a8
154,db0efb92a0484f4796d49e66ba59e80f,Código del Trabajo,48,Activo,rglEP8bAgw3Z0dPRKgk3,1c052194892047ac885c413d1fd0fcf7
155,49bc9506c9e044d5b0c8b7a259895417,Código del Trabajo,21,Activo,hnUPc3L1QJAPWRMNWcjt,adde9767eacf4c2b9d3d9fab8dedebc9
156,b779fe198ff143da89eff0cd1a2a2796,Código Orgánico Integral,79,Activo,OPamkTuoeUPVHByDIonP,09006791291448df88c8e28bb660bfce
157,1d04c1d90d684ec4a05fbfffe3b6a750,Código del Trabajo,67,Activo,f1r0Hcb6xUfxXWrkKsgv,8d4a3b4382b54651b00f7b7f58eb11ac
158,9832c253ecb840b78f773c21ef03f9d3,Código del Trabajo,14,Activo,1kbk13ZjqGGsdmGJ14Nl,d70a27967bdf42378504ee7137beb55f
159,32e9406facf94b6190b9e3ec1cd18d32,Código del Trabajo,10,Inactivo,f24ZFrznWqfEk3yjQqq2,bb195815e31648538883b0bbbd9ff68a
160,c243400006d54d12af43fd5e90d715e3,Código del Trabajo,74,Activo,i0qImvZCYtbvwfhi0jqI,96118ca18f3244a6a2cfdf83e3c71e35
161,b78c7153a39a4a3bbf2b33ebedbe8eb8,Código del Trabajo,97,Activo,9nZ46EnPczoKwa2C6nPT,0ed80e58d6134e3d85bfc23ae0047d4c
162,e4ea05bfe13645379fa0e81c0453ef20,Código del Trabajo,72,Activo,4Vo2iFonmyJUWiXyCcMw,6779980d367343e089008eecccff3070
163,5e612f20174447b2a96960b3689c8c60,Código del Trabajo,57,Activo,ylDFEA6a65hKJlKa4QOx,e66374ebfd334fbea4485b16f986b6f6
164,b78e3a446a5645548ac29161cd793528,Código del Trabajo,65,Activo,Hb7B6JeonbnMjR9wro9E,6c8b0755a9f845ec86ecec687e06e2cf
165,cb45f811bb164dfc8289f88c0a29dd92,Código Orgánico Integral,47,Activo,IhAecQ3Xyv1AzTMt90wm,f2ca8f1988cb44e98d0b14b89b1b7c87
166,163bf437ff374a20b80f63d86d5c578d,Código del Trabajo,49,Inactivo,xplZ1hB27bE51MGM3pRT,48fed6b63bb6405197c1e058981a9838
167,9b06a977023d4c67a3d5e63e02d1c5da,Código Cívil,93,Activo,BGEwgyaSL2H8hSO3UJzu,e644fad1a3d8400b8fbe78af6766fbb5
168,ed1b3f4cb268446a80d4d0121b33911b,Código de Comercio,88,Inactivo,chlEoCibu7YyME2aStvI,0f6e30fae86d44fda7d393f33273790f
169,86582e83e2d944a28d5c09d32523504b,Código del Trabajo,30,Activo,f5YB4pxxdVWJUx4fPyF5,1d6dc2b3867346ae8d9d15f84a20eff5
